MAG	Depth	Bacteria	Phylum	Class	Order	Family	Genus	Species
AcS7-158	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__	s__
AcS7-159	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Palsa-1400	g__	s__
AcS7-16	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__	s__
AcS7-160	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__	s__
AcS7-161	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS7-162	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales_A	f__	g__	s__
AcS7-163	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Sulfotelmatobacter	s__
AcS7-164	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__	s__
AcS7-165	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__	s__
AcS7-166	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
AcS7-167	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__VAYN01	s__
AcS7-168	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS7-169	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__UBA11358	s__
AcS7-17	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__PALSA-457	s__
AcS7-170	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__
AcS7-171	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
AcS7-172	Surface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Planctomycetaceae	g__	s__
AcS7-173	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS7-174	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__RAAP-2	s__
AcS7-175	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__UBA10103	s__
AcS7-176	Surface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__	s__
AcS7-177	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__	s__
AcS7-178	Surface	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1161	f__	g__	s__
AcS7-179	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__C7867-001	s__
AcS7-18	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__UBA10103	s__
AcS7-180	Surface	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__UBA4664	f__UBA4664	g__	s__
AcS7-182	Surface	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1161	f__	g__	s__
AcS7-183	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__Bog-473	s__
AcS7-185	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__
AcS7-186	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__BOG-931	s__
AcS7-187	Surface	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__GCA-2746885	s__
AcS7-189	Surface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__	s__
AcS7-19	Surface	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UBA8621	s__
AcS7-2	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__	s__
AcS7-20	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1231	s__
AcS7-21	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Minicystis	s__
AcS7-22	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__BOG-234	s__
AcS7-23	Surface	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__Binatus	s__
AcS7-24	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
AcS7-25	Surface	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Binatales	f__Binataceae	g__	s__
AcS7-26	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetospirillaceae	g__Telmatospirillum	s__
AcS7-27	Surface	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1161	f__UBA1161	g__	s__
AcS7-28	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
AcS7-29	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-744	s__
AcS7-3	Surface	d__Bacteria	p__Verrucomicrobiota_A	c__Chlamydiia	o__Parachlamydiales	f__Rhabdochlamydiaceae	g__PALSA-1444	s__
AcS7-30	Surface	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
AcS7-31	Surface	d__Bacteria	p__T1SED10-198M	c__	o__	f__	g__	s__
AcS7-32	Surface	d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__UBA11236	f__UBA11236	g__UBA11236	s__
AcS7-33	Surface	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
AcS7-34	Surface	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__	g__	s__
AcS7-35	Surface	d__Bacteria	p__Verrucomicrobiota_A	c__Chlamydiia	o__Parachlamydiales	f__SM23-39	g__	s__
AcS7-36	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Verrucobacter	s__
AcS7-37	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__
AcS7-38	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__UBA11358	s__
AcS7-39	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__BOG-935	s__
AcS7-4	Surface	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1161	f__UBA1161	g__PALSA-1353	s__
AcS7-40	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__C7867-001	s__
AcS7-41	Surface	d__Bacteria	p__Omnitrophota	c__Koll11	o__UBA10015	f__GCA-002753745	g__	s__
AcS7-42	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaera	s__
AcS7-43	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__UBA11358	s__
AcS7-44	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__GWA1-54-10	s__
AcS7-45	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__	s__
AcS7-46	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Bog-209	s__
AcS7-47	Surface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__PALSA-1484	s__
AcS7-48	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA6257	f__2-01-FULL-56-20	g__	s__
AcS7-49	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__UBA11358	s__
AcS7-5	Surface	d__Bacteria	p__Verrucomicrobiota_A	c__Chlamydiia	o__Parachlamydiales	f__Rhabdochlamydiaceae	g__	s__
AcS7-50	Surface	d__Bacteria	p__Armatimonadota	c__SYMT01	o__SYMT01	f__	g__	s__
AcS7-51	Surface	d__Bacteria	p__FCPU426	c__Palsa-1180	o__Palsa-1180	f__Palsa-1180	g__Bog-1183	s__
AcS7-52	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales_A	f__	g__	s__
AcS7-53	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
AcS7-54	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Palsa-1400	g__	s__
AcS7-55	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
AcS7-56	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Fen-1088	g__	s__
AcS7-57	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__	s__
AcS7-58	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS7-59	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
AcS7-6	Surface	d__Bacteria	p__Armatimonadota	c__BOG-944	o__Capsulimonadales	f__Capsulimonadaceae	g__	s__
AcS7-60	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7540	f__UBA7540	g__Bog-366	s__
AcS7-61	Surface	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__UBP12	f__UBA5184	g__Bog-1524	s__
AcS7-62	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__UBA11358	s__
AcS7-63	Surface	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
AcS7-64	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
AcS7-65	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
AcS7-66	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
AcS7-67	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__BOG-931	s__
AcS7-68	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__UBA10103	s__
AcS7-69	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1231	s__
AcS7-7	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS7-70	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__	s__
AcS7-71	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SLND01	f__	g__	s__
AcS7-72	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__UBA10103	s__
AcS7-73	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__UBA10103	s__
AcS7-74	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__UBA11358	s__
AcS7-75	Surface	d__Bacteria	p__Omnitrophota	c__Koll11	o__UBA10015	f__GCA-002753745	g__	s__
AcS7-76	Surface	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1161	f__UBA1161	g__	s__
AcS7-77	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7540	f__UBA7540	g__	s__
AcS7-78	Surface	d__Bacteria	p__FCPU426	c__	o__	f__	g__	s__
AcS7-79	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Palsa-187	s__
AcS7-8	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
AcS7-80	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__
AcS7-81	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Bog-257	s__
AcS7-82	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Sulfotelmatobacter	s__
AcS7-83	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__	s__
AcS7-84	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS7-85	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__UBA9676	s__
AcS7-86	Surface	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__40CM-4-68-19	g__	s__
AcS7-87	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-360	s__
AcS7-88	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA11359_D	g__	s__
AcS7-89	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__UBA10103	s__
AcS7-9	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__Zambryskibacteraceae	g__UBA5004	s__
AcS7-90	Surface	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
AcS7-91	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-295	s__
AcS7-92	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA6257	f__2-01-FULL-56-20	g__	s__
AcS7-93	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__Palsa-360	s__
AcS7-94	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA9973	g__UBA9973	s__
AcS7-95	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__
AcS7-96	Surface	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1161	f__UBA1161	g__	s__
AcS7-97	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Palsa-1447	s__
AcS7-98	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1231	s__
AcS7-99	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Palsa-1150	s__
AcS8-1	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
AcS8-10	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__AG2	s__
AcS8-11	Surface	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983	f__UBA2163	g__GWA1-54-10	s__
AcS8-12	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__SCQP01	g__SCQP01	s__
AcS8-13	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__BOG-931	s__
AcS8-14	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
AcS8-15	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Jatrophihabitantaceae	g__	s__
AcS8-16	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	s__
AcS8-17	Surface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotalea	s__
AcS8-18	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__	g__	s__
AcS8-19	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
AcS8-2	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1247	s__
AcS8-20	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Bog-1198	s__
AcS8-21	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__
AcS8-22	Surface	d__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__	g__	s__
AcS8-23	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Palsa-506	s__
AcS8-24	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__AG2	s__
AcS8-25	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__VAZQ01	s__
AcS8-26	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Palsa-1104	g__PALSA-1104	s__
AcS8-27	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__
AcS8-28	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
AcS8-29	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Palsa-883	s__
AcS8-3	Surface	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Palsa-1104	g__	s__
AcS8-30	Surface	d__Bacteria	p__Chloroflexota	c__UBA4733	o__UBA4733	f__UBA4733	g__UBA4733	s__
AcS8-31	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_A	s__
AcS8-32	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1231	s__
AcS8-33	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
AcS8-34	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__VAZQ01	s__
AcS8-35	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-465	s__
AcS8-36	Surface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__UBA10452	s__
AcS8-37	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__UBA9676	s__
AcS8-38	Surface	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1247	s__
AcS8-39	Surface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__	s__
AcS8-4	Surface	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Palsa-955	s__
AcS8-40	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
AcS8-41	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__UBA7541	s__
AcS8-42	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__	s__
AcS8-43	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__KBS-96	s__
AcS8-44	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__GAS188	s__
AcS8-45	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__VAYN01	s__
AcS8-46	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	s__
AcS8-47	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
AcS8-48	Surface	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UBA8621	s__
AcS8-49	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__SMXQ01	f__SMXQ01	g__	s__
AcS8-5	Surface	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__	s__
AcS8-50	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
AcS8-51	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__	s__
AcS8-52	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__3-1-20CM-4-69-9	s__
AcS8-53	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SLND01	f__	g__	s__
AcS8-54	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__SCQP01	g__	s__
AcS8-55	Surface	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__PALSA-555	g__	s__
AcS8-56	Surface	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__UBA10452	s__
AcS8-57	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__AC-49	s__
AcS8-58	Surface	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
AcS8-59	Surface	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__UBA7541	f__UBA7541	g__UBA7541	s__
AcS8-6	Surface	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__UBA10450	g__AV69	s__
AcS8-60	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__VAYN01	s__
AcS8-61	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
AcS8-62	Surface	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__SLSW01	s__
AcS8-63	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__F1-60-MAGs163	s__
AcS8-64	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__
AcS8-65	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__
AcS8-66	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
AcS8-67	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__	s__
AcS8-68	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
AcS8-69	Surface	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__UBA4738	f__HRBIN12	g__	s__
AcS8-7	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__URHD0088	s__
AcS8-70	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__	s__
AcS8-71	Surface	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__
AcS8-72	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodomicrobiaceae	g__FEN-921	s__
AcS8-73	Surface	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhizobacter	s__
AcS8-74	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA1301	f__UBA1301	g__UBA6038	s__
AcS8-75	Surface	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__UBA4738	f__HRBIN12	g__AC-51	s__
AcS8-77	Surface	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
AcS8-78	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__AWTP1-13	s__
AcS8-8	Surface	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__
